ID, FILENAME, URI,TITLE,AUTHOR,UPLOAD_DATE,DURATION,TOPIC1,TOPIC2,TOPIC3
735,FawnQiu_2016S.stm,/talks/fawn_qiu_easy_diy_projects_for_kid_engineers,Easy DIY projects for kid engineers,Fawn Qiu,2016-11-10,7M3S,education,computers,innovation
736,FeiFeiLi_2015.stm,/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars,Uber's plan to get more people into fewer cars,Travis Kalanick,2016-03-04,19M18S,business,cities,economics
737,FeisalAbdulRauf_2009P.stm,/talks/feisal_abdul_rauf_lose_your_ego_find_your_compassion,"Lose your ego, find your compassion",Feisal Abdul Rauf,2008-10-31,16M47S,compassion,global issues,religion
738,FelixDennis_2004.stm,/talks/edward_burtynsky_my_wish_manufactured_landscapes_and_green_education,My wish: Manufactured landscapes and green education,Edward Burtynsky,2006-10-31,34M25S,TED Prize,art,cities
739,FieldsWickerMiurin_2009S.stm,/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual,Learning from leadership's missing manual,Fields Wicker-Miurin,2009-11-18,16M35S,environment,global issues,leadership
740,FioOmenetto_2011.stm,/talks/fiorenzo_omenetto_silk_the_ancient_material_of_the_future,"Silk, the ancient material of the future",Fiorenzo Omenetto,2011-05-10,9M40S,biology,biomimicry,design
741,FrancescoSauro_2015G.stm,/talks/francesco_sauro_deep_under_the_earth_s_surface_discovering_beauty_and_science,"Deep under the Earth's surface, discovering beauty and science",Francesco Sauro,2015-10-23,14M37S,geology,science,environment
742,FrancesLarson_2015G.stm,/talks/frances_larson_why_public_beheadings_get_millions_of_views,Why public beheadings get millions of views,Frances Larson,2015-09-22,15M57S,death,global issues,history
743,FrancisCollins_2012P.stm,/talks/francis_collins_we_need_better_drugs_now,We need better drugs -- now,Francis Collins,2013-03-21,14M40S,disease,genetics,medical research
744,FrancisdelosReyes_2013U.stm,/talks/francis_de_los_reyes_sanitation_is_a_basic_human_right,Sanitation is a basic human right,Francis de los Reyes,2014-09-29,8M21S,TED Fellows,global issues,health
745,FrancoSacchi_2007G.stm,/talks/franco_sacchi_a_tour_of_nollywood_nigeria_s_booming_film_industry,"A tour of Nollywood, Nigeria's booming film industry",Franco Sacchi,2008-11-19,17M34S,Africa,creativity,culture
746,FrankGehry_1990.stm,/talks/frank_gehry_my_days_as_a_young_rebel,My days as a young rebel,Frank Gehry,2008-03-13,44M38S,architecture,collaboration,design
747,FrankGehry_2002.stm,/talks/frank_gehry_a_master_architect_asks_now_what,"A master architect asks, Now what?",Frank Gehry,2008-01-17,22M,architecture,business,creativity
748,FrankWarren_2012.stm,/talks/frank_warren_half_a_million_secrets,Half a million secrets,Frank Warren,2012-04-09,11M24S,creativity,design,memory
749,FransDeWaal_2011X.stm,/talks/frans_de_waal_moral_behavior_in_animals,Moral behavior in animals,Frans de Waal,2012-04-10,16M52S,TEDx,animals,community
750,FransLanting_2005.stm,/talks/frans_lanting_the_story_of_life_in_photographs,The story of life in photographs,Frans Lanting,2007-04-05,16M17S,animals,art,design
751,FransLanting_2014.stm,/talks/frans_lanting_photos_that_give_voice_to_the_animal_kingdom,Photos that give voice to the animal kingdom,Frans Lanting,2014-10-29,3M30S,animals,nature,photography
752,FranzFreudenthal_2016.stm,/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery,A new way to heal hearts without surgery,Franz Freudenthal,2016-09-09,9M28S,medical research,Surgery,invention
753,FredericKaplan_2013X.stm,/talks/frederic_kaplan_how_to_build_an_information_time_machine,How to build an information time machine,Frederic Kaplan,2014-01-09,10M20S,TEDx,computers,history
754,FrederickBalagadde_2010U.stm,/talks/frederick_balagadde_bio_lab_on_a_microchip,Bio-lab on a microchip,Frederick Balagadde,2010-04-21,6M11S,TED Fellows,biology,engineering
755,FredJansen_2015.stm,/talks/fred_jansen_how_to_land_on_a_comet,How to land on a comet,Fred Jansen,2015-04-09,17M47S,rocket science,science,space
756,FredSwaniker_2014G.stm,/talks/fred_swaniker_the_leaders_who_ruined_africa_and_the_generation_who_can_fix_it,"The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,2014-10-21,13M26S,Africa,TED Fellows,entrepreneur
757,FredyPeccerelli_2014Y.stm,/talks/fredy_peccerelli_a_forensic_anthropologist_who_brings_closure_for_the_disappeared,"A forensic anthropologist who brings closure for the ""disappeared""",Fredy Peccerelli,2015-01-08,8M40S,anthropology,global issues,war
758,FreemanDyson_2003.stm,/talks/freeman_dyson_let_s_look_for_life_in_the_outer_solar_system,Let's look for life in the outer solar system,Freeman Dyson,2008-07-14,19M11S,Planets,astronomy,biotech
759,FreemanHrabowski_2013.stm,/talks/freeman_hrabowski_4_pillars_of_college_success_in_science,4 pillars of college success in science,Freeman Hrabowski,2013-04-08,15M10S,education,math,science
760,GabbyGiffords_2014.stm,/talks/gabby_giffords_and_mark_kelly_be_passionate_be_courageous_be_your_best,Be passionate. Be courageous. Be your best.,Gabby Giffords and Mark Kelly,2014-04-11,18M48S,violence,,
761,GabeBarciaColombo_2013U.stm,/talks/gabe_barcia_colombo_my_dna_vending_machine,My DNA vending machine,Gabe Barcia-Colombo,2014-03-06,4M56S,DNA,TED Fellows,art
762,GabrielBarciaColombo_2012.stm,/talks/gabriel_barcia_colombo_capturing_memories_in_video_art,Capturing memories in video art,Gabriel Barcia-Colombo,2012-07-15,4M45S,TED Fellows,design,history
763,GailReed_2014P.stm,/talks/gail_reed_where_to_train_the_world_s_doctors_cuba,Where to train the world's doctors? Cuba.,Gail Reed,2014-10-01,17M8S,global issues,health care,public health
764,GarikIsraelian_2009G.stm,/talks/garik_israelian_how_spectroscopy_could_reveal_alien_life,How spectroscopy could reveal alien life,Garik Israelian,2009-10-01,15M52S,astronomy,chemistry,science
765,GarrettLisi_2008.stm,/talks/garrett_lisi_an_8_dimensional_model_of_the_universe,An 8-dimensional model of the universe,Garrett Lisi,2008-10-14,21M26S,physics,science,technology
766,GarryKasparov_2017.stm,/talks/garry_kasparov_don_t_fear_intelligent_machines_work_with_them,Don't fear intelligent machines. Work with them,Garry Kasparov,2017-05-30,15M20S,algorithm,computers,data
767,GarthLenz_2011X.stm,/talks/garth_lenz_the_true_cost_of_oil,The true cost of oil,Garth Lenz,2012-02-18,17M40S,TEDx,environment,global issues
768,GaryGreenberg_2012X.stm,/talks/gary_greenberg_the_beautiful_nano_details_of_our_world,The beautiful nano details of our world,Gary Greenberg,2012-11-07,12M6S,TEDx,bees,nature
769,GaryHaugen_2015.stm,/talks/gary_haugen_the_hidden_reason_for_poverty_the_world_needs_to_address_now,The hidden reason for poverty the world needs to address now,Gary Haugen,2015-04-20,22M8S,poverty,violence,justice system
770,GaryKovacs_2012U.stm,/talks/gary_kovacs_tracking_our_online_trackers,Tracking our online trackers,Gary Kovacs,2012-05-03,6M39S,Internet,business,technology
771,GaryLauder_2010.stm,/talks/gary_lauder_take_turns,Take Turns,Gary Lauder,2010-03-09,4M26S,cities,culture,design
772,GarySlutkin_2013P.stm,/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease,Let's treat violence like a contagious disease,Gary Slutkin,2013-10-10,14M8S,disease,health,medicine
773,GaryWolf_2010S.stm,/talks/gary_wolf_the_quantified_self,The quantified self,Gary Wolf,2010-09-27,5M10S,decision-making,design,health
774,GavinPretorPinney_2013G.stm,/talks/gavin_pretor_pinney_cloudy_with_a_chance_of_joy,Cloudy with a chance of joy,Gavin Pretor-Pinney,2013-07-16,10M54S,beauty,nature,weather
775,GavinSchmidt_2014.stm,/talks/gavin_schmidt_the_emergent_patterns_of_climate_change,The emergent patterns of climate change,Gavin Schmidt,2014-05-01,12M10S,climate change,environment,science
776,GayleLemmon_2011X.stm,/talks/gayle_tzemach_lemmon_women_entrepreneurs_example_not_exception,"Women entrepreneurs, example not exception",Gayle Tzemach Lemmon,2012-01-27,13M16S,TEDx,entrepreneur,global issues
777,GayleTzemachLemmon_2015W.stm,/talks/gayle_tzemach_lemmon_meet_the_women_fighting_on_the_front_lines_of_an_american_war,Meet the women fighting on the front lines of an American war,Gayle Tzemach Lemmon,2015-07-02,11M25S,war,women,
778,GeenaRocero_2014.stm,/talks/geena_rocero_why_i_must_come_out,Why I must come out,Geena Rocero,2014-03-31,9M59S,Transgender,activism,beauty
779,GeertChatrou_2010X.stm,/talks/geert_chatrou_a_whistleblower_you_haven_t_heard,A whistleblower you haven't heard,Geert Chatrou,2011-02-11,11M56S,TEDx,entertainment,music
780,GenevievevonPetzinger_2015F.stm,/talks/genevieve_von_petzinger_why_are_these_32_symbols_found_in_ancient_caves_all_over_europe,Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,2015-11-20,12M5S,art,ancient world,anthropology
781,GeoffMulgan_2009G.stm,/talks/geoff_mulgan_post_crash_investing_in_a_better_world,"Post-crash, investing in a better world",Geoff Mulgan,2009-09-02,18M,culture,design,health
782,GeoffMulgan_2011G.stm,/talks/geoff_mulgan_a_short_intro_to_the_studio_school,A short intro to the Studio School,Geoff Mulgan,2011-09-27,6M16S,creativity,culture,design
783,GeoffreyCanada_2013S.stm,/talks/jamie_drummond_let_s_crowdsource_the_world_s_goals,Let's crowdsource the world's goals,Jamie Drummond,2012-07-17,12M10S,global issues,health care,poverty
784,GeoffreyWest_2011G.stm,/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations,The surprising math of cities and corporations,Geoffrey West,2011-07-26,17M33S,biology,business,cities
785,GeorgeAyittey_2007G.stm,/talks/george_ayittey_africa_s_cheetahs_versus_hippos,Africa's cheetahs versus hippos,George Ayittey,2007-07-30,17M50S,Africa,business,economics
786,GeorgeDyson_2002.stm,/talks/george_dyson_the_story_of_project_orion,The story of Project Orion,George Dyson,2008-02-14,8M38S,Planets,future,history
787,GeorgeDyson_2003.stm,/talks/george_dyson_the_birth_of_the_computer,The birth of the computer,George Dyson,2008-06-15,17M18S,computers,engineering,history
788,GeorgeMonbiot_2013G.stm,/talks/george_monbiot_for_more_wonder_rewild_the_world,"For more wonder, rewild the world",George Monbiot,2013-09-09,15M10S,animals,biodiversity,deextinction
789,GeorgePapandreou_2013G.stm,/talks/george_papandreou_imagine_a_european_democracy_without_borders,Imagine a European democracy without borders,George Papandreou,2013-06-12,20M6S,Europe,democracy,economics
790,GeorgeSmoot_2008P.stm,/talks/george_smoot_the_design_of_the_universe,The design of the universe,George Smoot,2008-11-20,19M,astronomy,culture,dark matter
791,GeorgeTakei_2014X.stm,/talks/george_takei_why_i_love_a_country_that_once_betrayed_me,Why I love a country that once betrayed me,George Takei,2014-07-04,15M58S,TEDx,democracy,history
792,GeorgetteMulheir_2012S.stm,/talks/georgette_mulheir_the_tragedy_of_orphanages,The tragedy of orphanages,Georgette Mulheir,2012-11-08,10M41S,activism,culture,family
793,GeorgeTulevski_2016S.stm,/talks/george_tulevski_the_next_step_in_nanotechnology,The next step in nanotechnology,George Tulevski,2017-01-10,9M35S,chemistry,design,engineering
794,GeorgeWhitesides_2009X.stm,/talks/george_whitesides_a_lab_the_size_of_a_postage_stamp,A lab the size of a postage stamp,George Whitesides,2010-02-03,16M16S,TEDx,chemistry,disease
795,GeorgeWhitesides_2010.stm,/talks/george_whitesides_toward_a_science_of_simplicity,Toward a science of simplicity,George Whitesides,2010-04-28,18M35S,chemistry,design,history
796,GeraldineHamilton_2013X.stm,/talks/geraldine_hamilton_body_parts_on_a_chip,Body parts on a chip,Geraldine Hamilton,2013-12-03,13M23S,TEDx,biology,illness
797,GerardRyle_2016T.stm,/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history,How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,2016-07-20,13M8S,journalism,communication,business
798,GeroMiesenboeck_2010G.stm,/talks/gero_miesenboeck_re_engineering_the_brain,Re-engineering the brain,Gero Miesenboeck,2010-11-03,17M34S,biology,brain,science
799,GeverTulley_2007U.stm,/talks/gever_tulley_5_dangerous_things_you_should_let_your_kids_do,5 dangerous things you should let your kids do,Gever Tulley,2007-12-21,9M18S,design,entertainment,parenting
800,GeverTulley_2009.stm,/talks/gever_tulley_life_lessons_through_tinkering,Life lessons through tinkering,Gever Tulley,2009-06-30,4M5S,education,innovation,invention
801,GeWang_2014X.stm,/talks/ami_klin_a_new_way_to_diagnose_autism,A new way to diagnose autism,Ami Klin,2012-06-09,19M37S,Autism spectrum disorder,TEDx,cognitive science
802,GianGiudice_2013X.stm,/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge,Why our universe might exist on a knife-edge,Gian Giudice,2013-10-24,14M10S,String theory,TEDx,physics
803,GillHicks_2016X.stm,/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned,I survived a terrorist attack. Here's what I learned,Gill Hicks,2016-06-20,10M37S,activism,community,TEDx
804,GiorgiaLupi_2017S.stm,/talks/giorgia_lupi_how_we_can_find_ourselves_in_data,How we can find ourselves in data,Giorgia Lupi,2017-04-07,11M13S,algorithm,communication,collaboration
805,GlennGreenwald_2014G.stm,/talks/glenn_greenwald_why_privacy_matters,Why privacy matters,Glenn Greenwald,2014-10-10,20M37S,Internet,government,journalism
806,GolanLevin_2004.stm,/talks/ray_kurzweil_the_accelerating_power_of_technology,The accelerating power of technology,Ray Kurzweil,2006-11-14,22M56S,biotech,business,culture
807,GolanLevin_2009.stm,/talks/golan_levin_art_that_looks_back_at_you,Art that looks back at you,Golan Levin,2009-07-30,15M33S,art,creativity,design
808,GoogleScienceFairWinners_2011X.stm,/talks/lauren_hodge_shree_bose_naomi_shah_award_winning_teenage_science_in_action,Award-winning teenage science in action,"Lauren Hodge, Shree Bose + Naomi Shah",2012-01-10,16M16S,TEDx,cancer,medicine
809,GordonBrown_2009G.stm,/talks/gordon_brown_wiring_a_web_for_global_good,Wiring a web for global good,Gordon Brown,2009-07-21,16M43S,Europe,collaboration,communication
810,GordonBrown_QA_2009G.stm,/talks/gordon_brown_global_ethic_vs_national_interest,Global ethic vs. national interest,Gordon Brown,2009-12-01,17M10S,Europe,environment,global issues
811,GradyBooch_2016S.stm,/talks/grady_booch_don_t_fear_superintelligent_ai,Don't fear superintelligent AI,Grady Booch,2017-02-17,10M20S,AI,algorithm,brain
812,GrahamHawkes_2005.stm,/talks/jonathan_harris_the_web_s_secret_stories,The Web's secret stories,Jonathan Harris,2007-07-08,17M10S,design,entertainment,global issues
813,GrahamHill_2010.stm,/talks/graham_hill_why_i_m_a_weekday_vegetarian,Why I'm a weekday vegetarian,Graham Hill,2010-05-18,5M45S,culture,food,global issues
814,GrahamHill_2011U.stm,/talks/graham_hill_less_stuff_more_happiness,"Less stuff, more happiness",Graham Hill,2011-10-05,5M49S,consumerism,culture,design
815,GregAsner_2013G.stm,/talks/greg_asner_ecology_from_the_air,Ecology from the air,Greg Asner,2013-11-19,13M50S,biodiversity,drones,nature
816,GregGage_2015U.stm,/talks/greg_gage_how_to_control_someone_else_s_arm_with_your_brain,How to control someone else's arm with your brain,Greg Gage,2015-04-28,5M52S,TED Fellows,brain,demo
817,GregLynn_2005.stm,/talks/edward_burtynsky_my_wish_manufactured_landscapes_and_green_education,My wish: Manufactured landscapes and green education,Edward Burtynsky,2006-10-31,34M25S,TED Prize,art,cities
818,GregoireCourtine_2013G.stm,/talks/gregoire_courtine_the_paralyzed_rat_that_walked,The paralyzed rat that walked,Grégoire Courtine,2013-11-06,14M23S,biotech,health care,neuroscience
819,GregoryHeyworth_2015X.stm,/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts,How I'm discovering the secrets of ancient texts,Gregory Heyworth,2016-02-10,12M7S,books,ancient world,computers
820,GregoryPetsko_2008.stm,/talks/gregory_petsko_the_coming_neurological_epidemic,The coming neurological epidemic,Gregory Petsko,2008-11-30,3M47S,aging,brain,business
821,GregoryStock_2003.stm,/talks/gregory_stock_to_upgrade_is_human,To upgrade is human,Gregory Stock,2009-04-14,17M51S,biology,biotech,evolution
822,GregStone_2010Z.stm,/talks/greg_stone_saving_the_ocean_one_island_at_a_time,Saving the ocean one island at a time,Greg Stone,2010-11-03,17M15S,global issues,Mission Blue,science
823,GretchenCarlsonandDavidBrooks_2017S.stm,/talks/christiana_figueres_and_chris_anderson_how_we_can_turn_the_tide_on_climate,How we can turn the tide on climate,Christiana Figueres and Chris Anderson,2019-12-12,1H5M22S,climate change,environment,activism
824,GuyHoffman_2013X.stm,/talks/guy_hoffman_robots_with_soul,"Robots with ""soul""",Guy Hoffman,2014-01-17,17M38S,AI,TEDx,entertainment
825,GuyWinch_2014X.stm,/talks/guy_winch_why_we_all_need_to_practice_emotional_first_aid,Why we all need to practice emotional first aid,Guy Winch,2015-02-16,17M24S,TEDx,health,mental health
826,HaasandHahn_2014G.stm,/talks/haas_hahn_how_painting_can_transform_communities,How painting can transform communities,Haas&Hahn,2014-11-07,11M23S,art,cities,community
827,HadynParry_2012S.stm,/talks/hadyn_parry_re_engineering_mosquitos_to_fight_disease,Re-engineering mosquitos to fight disease,Hadyn Parry,2013-01-03,13M57S,animals,biotech,disease
828,HaleyvanDyck_2016.stm,/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual,How a start-up in the White House is changing business as usual,Haley Van Dyck,2016-04-04,15M15S,health care,future,government
829,HallaTomasdottir_2010W.stm,/talks/halla_tomasdottir_a_feminine_response_to_iceland_s_financial_crash,A feminine response to Iceland's financial crash,Halla Tómasdóttir,2010-12-08,9M45S,business,feminism,politics
